post_id,date,period,channel,channel_type,content_type,is_paid,spend_usd,impressions,video_views,likes,shares,comments,clicks,landing_page
P0000227,2025-11-12,pre_campaign,TikTok,social,teaser,0,0.0,410335,187800,19852,6672,744,4345,/landing/free-trial
P0000228,2025-11-12,pre_campaign,TikTok,social,teaser,1,924.77,417274,221913,20465,2188,728,6195,/landing/free-trial
P0000229,2025-11-12,pre_campaign,TikTok,social,behind_scenes,0,0.0,485006,172640,21908,4941,915,6428,/landing/free-trial
P0000230,2025-11-12,pre_campaign,Instagram,social,teaser,0,0.0,49369,23621,2042,162,115,482,/landing/rewards
P0000231,2025-11-12,pre_campaign,Instagram,social,behind_scenes,0,0.0,159536,58902,5604,366,407,2856,/landing/rewards
P0000232,2025-11-12,pre_campaign,X,social,teaser,0,0.0,42230,1524,678,72,12,370,/landing/free-trial
P0000233,2025-11-12,pre_campaign,X,social,teaser,0,0.0,29592,1087,222,47,49,263,/landing/rewards
P0000234,2025-11-13,pre_campaign,TikTok,social,behind_scenes,0,0.0,443420,233035,24054,2330,970,4551,/landing/rewards
P0000235,2025-11-13,pre_campaign,TikTok,social,teaser,0,0.0,700590,355150,56823,5829,3402,9176,/landing/rewards
P0000236,2025-11-13,pre_campaign,TikTok,social,teaser,0,0.0,293901,147235,21114,3675,933,3070,/landing/free-trial
P0000237,2025-11-13,pre_campaign,TikTok,social,teaser,0,0.0,590168,310773,18243,5635,514,6402,/landing/documentary
P0000238,2025-11-13,pre_campaign,TikTok,social,teaser,0,0.0,288565,119907,11922,2518,525,2311,/landing/free-trial
P0000239,2025-11-13,pre_campaign,TikTok,social,behind_scenes,0,0.0,385995,187946,27857,0,1810,4682,/landing/free-trial
P0000240,2025-11-13,pre_campaign,TikTok,social,teaser,0,0.0,222035,97975,11251,2260,237,2801,/landing/rewards
P0000241,2025-11-13,pre_campaign,Instagram,social,teaser,0,0.0,61685,18259,1365,59,70,843,/landing/rewards
P0000242,2025-11-13,pre_campaign,Instagram,social,behind_scenes,1,953.51,390935,109048,13610,1936,267,6844,/landing/free-trial
P0000243,2025-11-13,pre_campaign,YouTube,video,teaser,1,806.59,161441,91936,4261,191,170,399,/landing/free-trial
P0000244,2025-11-13,pre_campaign,X,social,teaser,0,0.0,21870,1103,265,50,12,140,/landing/documentary
P0000245,2025-11-14,pre_campaign,TikTok,social,behind_scenes,1,1063.44,592118,255218,17922,7815,1154,11525,/landing/free-trial
P0000246,2025-11-14,pre_campaign,TikTok,social,teaser,0,0.0,383299,178253,22696,2259,498,4091,/landing/free-trial
P0000247,2025-11-14,pre_campaign,TikTok,social,teaser,0,0.0,288506,108289,16653,822,898,3584,/landing/free-trial
P0000248,2025-11-14,pre_campaign,TikTok,social,teaser,0,0.0,264584,124059,15462,3293,953,2071,/landing/rewards
P0000249,2025-11-14,pre_campaign,TikTok,social,teaser,1,691.66,545548,276151,29653,6103,2021,5327,/landing/free-trial
P0000250,2025-11-14,pre_campaign,TikTok,social,behind_scenes,0,0.0,457944,232155,24203,6686,1817,6872,/landing/rewards
P0000251,2025-11-14,pre_campaign,Instagram,social,teaser,0,0.0,58652,20885,745,108,119,1075,/landing/partner-gyms
P0000252,2025-11-14,pre_campaign,Instagram,social,teaser,0,0.0,58388,24011,1836,170,52,1078,/landing/documentary
P0000253,2025-11-14,pre_campaign,X,social,teaser,0,0.0,33143,2051,422,105,15,408,/landing/rewards
P0000254,2025-11-14,pre_campaign,Website,owned,behind_scenes,0,0.0,19810,396,0,0,0,1275,/landing/documentary
P0000255,2025-11-15,campaign,TikTok,social,teaser,1,1542.36,1123965,558166,22983,13401,2365,13833,/landing/free-trial
P0000256,2025-11-15,campaign,TikTok,social,behind_scenes,1,1336.47,1223539,747106,26031,14552,2763,17600,/landing/rewards
P0000257,2025-11-15,campaign,TikTok,social,teaser,0,0.0,892729,400801,29698,10224,942,12641,/landing/documentary
P0000258,2025-11-15,campaign,TikTok,social,teaser,0,0.0,443874,190324,27516,4303,1354,6790,/landing/partner-gyms
P0000259,2025-11-15,campaign,TikTok,social,teaser,1,2169.38,1539458,824991,61872,13212,0,20456,/landing/free-trial
P0000260,2025-11-15,campaign,TikTok,social,behind_scenes,0,0.0,386045,178038,20584,5077,1418,4256,/landing/free-trial
P0000261,2025-11-15,campaign,TikTok,social,teaser,0,0.0,780871,439878,28812,2074,3798,7886,/landing/free-trial
P0000262,2025-11-15,campaign,TikTok,social,teaser,1,1432.51,595714,321765,38418,6484,2237,10109,/landing/documentary
P0000263,2025-11-15,campaign,TikTok,social,teaser,1,1762.14,1240795,711609,46746,15299,6312,18695,/landing/partner-gyms
P0000264,2025-11-15,campaign,TikTok,social,behind_scenes,0,0.0,799434,385070,38810,2279,839,5737,/landing/documentary
P0000265,2025-11-15,campaign,TikTok,social,teaser,0,0.0,1011343,520139,57099,12180,3449,19525,/landing/partner-gyms
P0000266,2025-11-15,campaign,TikTok,social,teaser,0,0.0,544776,226824,29318,2898,115,6413,/landing/free-trial
P0000267,2025-11-15,campaign,TikTok,social,teaser,1,2333.34,892678,337172,48423,2500,2631,10078,/landing/rewards
P0000268,2025-11-15,campaign,TikTok,social,teaser,1,1642.88,1024831,520588,52131,7811,3611,18789,/landing/partner-gyms
P0000269,2025-11-15,campaign,TikTok,social,teaser,0,0.0,353005,164121,19234,4275,650,4155,/landing/documentary
P0000270,2025-11-15,campaign,TikTok,social,teaser,1,2085.75,805085,412203,7375,6893,3604,7972,/landing/free-trial
P0000271,2025-11-15,campaign,Instagram,social,teaser,0,0.0,106297,33923,3190,230,187,1205,/landing/free-trial
P0000272,2025-11-15,campaign,Instagram,social,teaser,1,1302.64,102816,41732,2262,329,384,1953,/landing/documentary
P0000273,2025-11-15,campaign,Instagram,social,teaser,0,0.0,95187,32214,4731,68,131,1888,/landing/documentary
P0000274,2025-11-15,campaign,Instagram,social,teaser,1,1421.2,137148,42940,3015,281,280,1773,/landing/documentary
P0000275,2025-11-15,campaign,Instagram,social,teaser,1,1269.83,367415,144510,11065,1924,548,9112,/landing/documentary
P0000276,2025-11-15,campaign,Instagram,social,behind_scenes,1,1331.7,189450,56094,6396,679,284,3715,/landing/free-trial
P0000277,2025-11-15,campaign,YouTube,video,teaser,1,1562.28,220104,153445,5991,806,85,2117,/landing/documentary
P0000278,2025-11-15,campaign,X,social,behind_scenes,0,0.0,78902,7518,909,151,35,633,/landing/rewards
P0000279,2025-11-15,campaign,X,social,teaser,0,0.0,46574,1289,322,0,52,417,/landing/rewards
P0000280,2025-11-15,campaign,X,social,behind_scenes,1,717.32,71478,1485,977,61,90,762,/landing/partner-gyms
P0000281,2025-11-15,campaign,X,social,behind_scenes,1,1008.87,88917,5920,461,173,51,568,/landing/free-trial
P0000282,2025-11-15,campaign,X,social,teaser,0,0.0,75433,3685,898,225,54,330,/landing/rewards
P0000283,2025-11-15,campaign,X,social,teaser,0,0.0,27868,1012,331,65,23,281,/landing/free-trial
P0000284,2025-11-15,campaign,Website,owned,teaser,0,0.0,16763,996,0,0,0,928,/landing/free-trial
P0000285,2025-11-16,campaign,TikTok,social,stunt_clip,1,2659.5,3208415,1563186,307886,54569,11570,57543,/landing/rewards
P0000286,2025-11-16,campaign,TikTok,social,stunt_clip,0,0.0,2314836,1167417,187421,33995,11836,17812,/landing/documentary
P0000287,2025-11-16,campaign,TikTok,social,stunt_clip,0,0.0,914965,323725,65327,11921,4375,8771,/landing/free-trial
P0000288,2025-11-16,campaign,TikTok,social,behind_scenes,0,0.0,1122942,599003,67511,15171,1631,11763,/landing/rewards
P0000289,2025-11-16,campaign,TikTok,social,stunt_clip,1,3301.99,3874509,1944546,392398,56506,24431,56309,/landing/free-trial
P0000290,2025-11-16,campaign,TikTok,social,behind_scenes,0,0.0,1147787,556122,64586,8272,4807,14012,/landing/documentary
P0000291,2025-11-16,campaign,TikTok,social,behind_scenes,0,0.0,1148614,567813,18407,17785,4360,20551,/landing/free-trial
P0000292,2025-11-16,campaign,TikTok,social,stunt_clip,1,2731.91,1746095,755231,142476,48855,9830,27680,/landing/rewards
P0000293,2025-11-16,campaign,TikTok,social,stunt_clip,0,0.0,1329654,697748,74856,24686,4436,15616,/landing/rewards
P0000294,2025-11-16,campaign,TikTok,social,stunt_clip,1,2202.05,3667206,1662430,224635,54940,19912,59018,/landing/free-trial
P0000295,2025-11-16,campaign,TikTok,social,stunt_clip,0,0.0,1552584,827411,101268,35768,7565,17083,/landing/free-trial
P0000296,2025-11-16,campaign,TikTok,social,stunt_clip,1,2609.58,1799706,707437,97846,22593,8498,22653,/landing/rewards
P0000297,2025-11-16,campaign,TikTok,social,stunt_clip,0,0.0,1195533,508452,101313,13326,6301,17271,/landing/documentary
P0000298,2025-11-16,campaign,Instagram,social,stunt_clip,0,0.0,143766,40592,10999,854,446,1054,/landing/rewards
P0000299,2025-11-16,campaign,X,social,behind_scenes,1,826.9,61099,1698,945,179,49,637,/landing/documentary
P0000300,2025-11-16,campaign,X,social,stunt_clip,0,0.0,84399,3984,2217,237,173,432,/landing/free-trial
P0000301,2025-11-16,campaign,X,social,stunt_clip,1,1180.12,277550,9380,7984,887,531,1470,/landing/rewards
P0000302,2025-11-16,campaign,X,social,stunt_clip,0,0.0,82907,2882,1794,368,164,384,/landing/free-trial
P0000303,2025-11-16,campaign,Website,owned,stunt_clip,0,0.0,37925,2018,0,0,0,1277,/landing/partner-gyms
P0000304,2025-11-17,campaign,TikTok,social,stunt_clip,0,0.0,1119098,595307,90214,18797,5642,13833,/landing/free-trial
P0000305,2025-11-17,campaign,TikTok,social,behind_scenes,0,0.0,548339,256350,26572,4415,2911,6084,/landing/documentary
P0000306,2025-11-17,campaign,TikTok,social,stunt_clip,0,0.0,2737241,1378117,290662,30941,16371,23235,/landing/free-trial
P0000307,2025-11-17,campaign,TikTok,social,behind_scenes,0,0.0,518302,258376,36924,3415,1568,6555,/landing/partner-gyms
P0000308,2025-11-17,campaign,TikTok,social,stunt_clip,1,2946.38,2416055,1071541,201369,27471,16773,44914,/landing/free-trial
P0000309,2025-11-17,campaign,TikTok,social,stunt_clip,1,2362.2,1840435,858361,156032,36849,11378,29847,/landing/rewards
P0000310,2025-11-17,campaign,TikTok,social,stunt_clip,0,0.0,1610864,762980,117175,21606,12513,19084,/landing/documentary
P0000311,2025-11-17,campaign,TikTok,social,stunt_clip,0,0.0,1210353,547439,122921,23572,6923,13391,/landing/rewards
P0000312,2025-11-17,campaign,TikTok,social,stunt_clip,0,0.0,799325,330484,59936,1471,2518,12235,/landing/rewards
P0000313,2025-11-17,campaign,TikTok,social,stunt_clip,0,0.0,1641655,856152,172062,29296,8964,23405,/landing/free-trial
P0000314,2025-11-17,campaign,TikTok,social,behind_scenes,1,2144.26,750485,376539,5825,3723,0,6745,/landing/partner-gyms
P0000315,2025-11-17,campaign,Instagram,social,stunt_clip,0,0.0,250331,103951,14507,1095,617,2474,/landing/partner-gyms
P0000316,2025-11-17,campaign,Instagram,social,stunt_clip,1,2025.11,343865,122097,17301,2445,837,3999,/landing/free-trial
P0000317,2025-11-17,campaign,Instagram,social,behind_scenes,0,0.0,144575,71425,3242,429,11,2111,/landing/free-trial
P0000318,2025-11-17,campaign,Instagram,social,stunt_clip,0,0.0,323790,106434,18605,1557,1076,2981,/landing/rewards
P0000319,2025-11-17,campaign,Instagram,social,stunt_clip,1,2367.07,493475,192660,28373,2314,1237,10006,/landing/documentary
P0000320,2025-11-17,campaign,YouTube,video,stunt_clip,0,0.0,305011,201593,11679,1104,298,1995,/landing/rewards
P0000321,2025-11-17,campaign,X,social,behind_scenes,0,0.0,109097,6802,1446,104,46,1090,/landing/free-trial
P0000322,2025-11-17,campaign,X,social,stunt_clip,1,1059.3,101283,7449,1954,267,139,616,/landing/rewards
P0000323,2025-11-17,campaign,X,social,behind_scenes,0,0.0,65971,5039,974,91,118,696,/landing/partner-gyms
P0000324,2025-11-17,campaign,Website,owned,stunt_clip,0,0.0,67472,3062,0,0,0,3878,/landing/documentary
P0000325,2025-11-18,campaign,TikTok,social,behind_scenes,1,2228.43,620770,253859,32123,5637,2592,8989,/landing/documentary
P0000326,2025-11-18,campaign,TikTok,social,behind_scenes,0,0.0,405621,188964,15015,2434,1344,7626,/landing/free-trial
P0000327,2025-11-18,campaign,TikTok,social,behind_scenes,0,0.0,653398,299224,27518,4136,0,8845,/landing/rewards
P0000328,2025-11-18,campaign,TikTok,social,behind_scenes,0,0.0,375459,153661,7402,3660,1433,7116,/landing/free-trial
P0000329,2025-11-18,campaign,TikTok,social,stunt_clip,0,0.0,1491037,690274,160597,8028,10212,14911,/landing/free-trial
P0000330,2025-11-18,campaign,TikTok,social,stunt_clip,0,0.0,2171966,980476,123302,40032,9995,33429,/landing/free-trial
P0000331,2025-11-18,campaign,TikTok,social,stunt_clip,1,2141.75,3226983,1651692,293911,33721,19953,34740,/landing/free-trial
P0000332,2025-11-18,campaign,TikTok,social,behind_scenes,1,1947.38,1695160,733954,82899,13298,6494,20493,/landing/partner-gyms
P0000333,2025-11-18,campaign,TikTok,social,stunt_clip,0,0.0,771372,325892,49469,8812,2853,10886,/landing/partner-gyms
P0000334,2025-11-18,campaign,TikTok,social,stunt_clip,0,0.0,1056140,407030,100828,14289,3856,13089,/landing/free-trial
P0000335,2025-11-18,campaign,TikTok,social,stunt_clip,0,0.0,2008558,931580,191750,45776,12952,28065,/landing/rewards
P0000336,2025-11-18,campaign,TikTok,social,behind_scenes,0,0.0,613611,336450,31374,4178,2349,4752,/landing/documentary
P0000337,2025-11-18,campaign,TikTok,social,behind_scenes,0,0.0,573821,286149,14845,5523,2168,6097,/landing/documentary
P0000338,2025-11-18,campaign,Instagram,social,stunt_clip,0,0.0,186992,59371,6129,1180,646,3503,/landing/documentary
P0000339,2025-11-18,campaign,Instagram,social,stunt_clip,1,2109.53,483020,213185,19807,3466,604,5758,/landing/rewards
P0000340,2025-11-18,campaign,Instagram,social,stunt_clip,0,0.0,149788,63710,8423,1195,538,1480,/landing/documentary
P0000341,2025-11-18,campaign,Instagram,social,stunt_clip,1,2262.4,380956,166659,23098,2423,1419,3300,/landing/free-trial
P0000342,2025-11-18,campaign,YouTube,video,behind_scenes,1,1696.67,252407,143793,3954,694,128,2074,/landing/rewards
P0000343,2025-11-18,campaign,YouTube,video,stunt_clip,0,0.0,578824,391151,17748,2046,1424,4563,/landing/rewards
P0000344,2025-11-18,campaign,X,social,behind_scenes,0,0.0,36067,1713,307,37,41,160,/landing/free-trial
P0000345,2025-11-18,campaign,X,social,stunt_clip,0,0.0,69063,4218,1591,299,89,382,/landing/partner-gyms
P0000346,2025-11-18,campaign,X,social,stunt_clip,0,0.0,95161,6377,1410,314,180,500,/landing/rewards
P0000347,2025-11-18,campaign,X,social,stunt_clip,1,1008.44,126396,3528,2771,442,236,1182,/landing/free-trial
P0000348,2025-11-18,campaign,X,social,stunt_clip,0,0.0,84497,4971,1944,239,138,525,/landing/free-trial
P0000349,2025-11-18,campaign,Website,owned,stunt_clip,0,0.0,55832,2019,0,0,0,2673,/landing/free-trial
P0000350,2025-11-19,campaign,TikTok,social,stunt_clip,0,0.0,1411539,707169,129185,17445,5616,13990,/landing/free-trial
P0000351,2025-11-19,campaign,TikTok,social,stunt_clip,0,0.0,935639,520355,66929,13246,5629,6883,/landing/documentary
P0000352,2025-11-19,campaign,TikTok,social,stunt_clip,1,3094.88,2119205,967635,155057,23450,4943,21334,/landing/rewards
P0000353,2025-11-19,campaign,TikTok,social,stunt_clip,0,0.0,925974,367004,57589,13125,6039,5264,/landing/documentary
P0000354,2025-11-19,campaign,TikTok,social,behind_scenes,0,0.0,646983,292255,36356,8735,2377,6188,/landing/free-trial
P0000355,2025-11-19,campaign,TikTok,social,behind_scenes,0,0.0,926708,346452,25866,5775,1190,10451,/landing/rewards
P0000356,2025-11-19,campaign,TikTok,social,stunt_clip,1,3416.19,1820786,897779,154450,25713,5147,14711,/landing/free-trial
P0000357,2025-11-19,campaign,TikTok,social,stunt_clip,1,2540.53,1769715,1023424,147403,33175,9250,24873,/landing/rewards
P0000358,2025-11-19,campaign,TikTok,social,stunt_clip,1,2482.44,2836169,1338488,278268,55993,14666,35968,/landing/free-trial
P0000359,2025-11-19,campaign,TikTok,social,stunt_clip,1,2628.67,1327205,680940,76930,19263,4889,17440,/landing/free-trial
P0000360,2025-11-19,campaign,TikTok,social,stunt_clip,0,0.0,1247679,603915,72859,19257,9030,13511,/landing/partner-gyms
P0000361,2025-11-19,campaign,Instagram,social,stunt_clip,0,0.0,417490,214400,21582,2182,1488,3997,/landing/partner-gyms
P0000362,2025-11-19,campaign,Instagram,social,stunt_clip,0,0.0,253096,71431,16724,1338,673,4264,/landing/free-trial
P0000363,2025-11-19,campaign,Instagram,social,stunt_clip,0,0.0,165943,54901,11620,596,578,1560,/landing/free-trial
P0000364,2025-11-19,campaign,Instagram,social,stunt_clip,1,2246.16,249184,71956,16898,1153,678,5640,/landing/rewards
P0000365,2025-11-19,campaign,Instagram,social,behind_scenes,0,0.0,120064,51027,1880,0,278,1863,/landing/rewards
P0000366,2025-11-19,campaign,YouTube,video,stunt_clip,0,0.0,324273,228406,13141,1599,431,2719,/landing/documentary
P0000367,2025-11-19,campaign,YouTube,video,stunt_clip,0,0.0,432466,302948,11857,1894,960,3818,/landing/rewards
P0000368,2025-11-19,campaign,YouTube,video,behind_scenes,0,0.0,109878,66631,2392,569,155,1568,/landing/free-trial
P0000369,2025-11-19,campaign,X,social,behind_scenes,1,749.59,74577,2370,727,166,54,503,/landing/free-trial
P0000370,2025-11-19,campaign,X,social,behind_scenes,0,0.0,54997,1914,426,0,34,423,/landing/partner-gyms
P0000371,2025-11-19,campaign,X,social,behind_scenes,0,0.0,54475,1765,163,151,45,501,/landing/free-trial
P0000372,2025-11-19,campaign,X,social,stunt_clip,0,0.0,93697,5102,1965,283,206,942,/landing/free-trial
P0000373,2025-11-19,campaign,X,social,behind_scenes,1,784.78,41674,2900,473,96,34,371,/landing/free-trial
P0000374,2025-11-19,campaign,X,social,stunt_clip,1,1088.04,140888,4087,2502,545,221,1100,/landing/rewards
P0000375,2025-11-19,campaign,Website,owned,stunt_clip,0,0.0,44972,1735,0,0,0,2212,/landing/partner-gyms
P0000376,2025-11-20,campaign,TikTok,social,stunt_clip,0,0.0,831451,451271,79794,11500,5993,8813,/landing/rewards
P0000377,2025-11-20,campaign,TikTok,social,stunt_clip,1,3051.14,1018656,546479,90875,19158,6291,5954,/landing/free-trial
P0000378,2025-11-20,campaign,TikTok,social,stunt_clip,0,0.0,1381925,709422,113613,28355,6448,12304,/landing/documentary
P0000379,2025-11-20,campaign,TikTok,social,stunt_clip,0,0.0,1287198,703854,88422,23667,7361,14638,/landing/free-trial
P0000380,2025-11-20,campaign,TikTok,social,stunt_clip,1,2737.24,2983150,1330310,222250,50271,11392,39128,/landing/free-trial
P0000381,2025-11-20,campaign,TikTok,social,stunt_clip,1,2636.43,3885688,1431662,300166,57443,19253,29038,/landing/free-trial
P0000382,2025-11-20,campaign,TikTok,social,stunt_clip,1,2430.63,1914368,862171,160861,42069,11109,39386,/landing/rewards
P0000383,2025-11-20,campaign,TikTok,social,stunt_clip,0,0.0,1512229,739825,108107,30260,6011,11143,/landing/free-trial
P0000384,2025-11-20,campaign,Instagram,social,stunt_clip,0,0.0,375266,148721,16393,2926,866,3739,/landing/rewards
P0000385,2025-11-20,campaign,Instagram,social,stunt_clip,1,1979.84,234131,106555,15071,1844,515,4475,/landing/documentary
P0000386,2025-11-20,campaign,Instagram,social,stunt_clip,0,0.0,236364,87969,10770,1892,640,2962,/landing/rewards
P0000387,2025-11-20,campaign,Instagram,social,behind_scenes,1,1767.19,159740,58526,5917,583,290,2353,/landing/partner-gyms
P0000388,2025-11-20,campaign,YouTube,video,behind_scenes,1,1401.8,230407,149747,3145,352,243,3476,/landing/partner-gyms
P0000389,2025-11-20,campaign,YouTube,video,behind_scenes,0,0.0,194401,148340,5018,188,316,2492,/landing/free-trial
P0000390,2025-11-20,campaign,X,social,stunt_clip,0,0.0,113275,2265,2398,458,123,291,/landing/free-trial
P0000391,2025-11-20,campaign,X,social,behind_scenes,0,0.0,56321,1126,710,40,105,358,/landing/free-trial
P0000392,2025-11-20,campaign,X,social,behind_scenes,0,0.0,71055,5497,973,241,45,786,/landing/partner-gyms
P0000393,2025-11-20,campaign,X,social,behind_scenes,0,0.0,69039,3260,251,138,73,735,/landing/free-trial
P0000394,2025-11-20,campaign,X,social,stunt_clip,1,969.97,289461,19676,6959,1722,363,2905,/landing/rewards
P0000395,2025-11-20,campaign,X,social,behind_scenes,0,0.0,48402,3055,453,105,78,369,/landing/documentary
P0000396,2025-11-20,campaign,X,social,stunt_clip,0,0.0,161992,11476,2934,745,294,1333,/landing/partner-gyms
P0000397,2025-11-21,campaign,TikTok,social,stunt_clip,0,0.0,749916,351206,52762,8106,3370,10741,/landing/partner-gyms
P0000398,2025-11-21,campaign,TikTok,social,stunt_clip,1,2852.95,2720731,1387142,205436,27304,9572,27635,/landing/partner-gyms
P0000399,2025-11-21,campaign,TikTok,social,stunt_clip,0,0.0,1260104,716481,81798,17570,4387,14984,/landing/documentary
P0000400,2025-11-21,campaign,TikTok,social,stunt_clip,1,2642.43,1653580,830060,124511,22821,10745,32669,/landing/free-trial
P0000401,2025-11-21,campaign,TikTok,social,stunt_clip,1,2932.74,3424113,1594615,264668,41336,24168,34792,/landing/rewards
P0000402,2025-11-21,campaign,TikTok,social,stunt_clip,0,0.0,1272861,648700,82202,13500,8884,13141,/landing/free-trial
P0000403,2025-11-21,campaign,TikTok,social,behind_scenes,1,1369.66,1158532,660220,80102,12872,3278,18326,/landing/documentary
P0000404,2025-11-21,campaign,TikTok,social,behind_scenes,0,0.0,650887,274717,20689,5300,2366,4706,/landing/rewards
P0000405,2025-11-21,campaign,TikTok,social,behind_scenes,0,0.0,924057,421135,47340,12644,1385,11771,/landing/free-trial
P0000406,2025-11-21,campaign,Instagram,social,stunt_clip,0,0.0,226772,74934,13711,1357,848,2505,/landing/free-trial
P0000407,2025-11-21,campaign,Instagram,social,behind_scenes,0,0.0,117207,42973,4506,118,220,2714,/landing/rewards
P0000408,2025-11-21,campaign,Instagram,social,behind_scenes,1,1501.53,95536,42715,3487,315,112,1965,/landing/free-trial
P0000409,2025-11-21,campaign,Instagram,social,behind_scenes,0,0.0,289104,80975,8445,1241,286,3960,/landing/rewards
P0000410,2025-11-21,campaign,Instagram,social,behind_scenes,0,0.0,114353,39133,2866,495,113,1842,/landing/free-trial
P0000411,2025-11-21,campaign,YouTube,video,behind_scenes,0,0.0,303809,199786,5477,705,442,3627,/landing/free-trial
P0000412,2025-11-21,campaign,YouTube,video,behind_scenes,0,0.0,112138,81887,1218,437,59,1368,/landing/partner-gyms
P0000413,2025-11-21,campaign,X,social,stunt_clip,0,0.0,96557,8822,2337,276,210,415,/landing/rewards
P0000414,2025-11-21,campaign,X,social,stunt_clip,0,0.0,158107,7061,3271,599,271,808,/landing/partner-gyms
P0000415,2025-11-21,campaign,X,social,stunt_clip,1,1257.53,149789,9802,3318,335,161,1354,/landing/partner-gyms
P0000416,2025-11-21,campaign,X,social,behind_scenes,0,0.0,50556,2857,863,110,73,339,/landing/free-trial
P0000417,2025-11-21,campaign,X,social,stunt_clip,1,1210.57,165419,6784,2836,275,193,1155,/landing/rewards
P0000418,2025-11-22,campaign,TikTok,social,behind_scenes,0,0.0,194022,88593,12782,3216,617,1677,/landing/free-trial
P0000419,2025-11-22,campaign,TikTok,social,stunt_clip,0,0.0,1528917,811593,139085,26838,10205,29231,/landing/rewards
P0000420,2025-11-22,campaign,TikTok,social,behind_scenes,1,2254.16,915618,437416,29845,3825,4019,18662,/landing/rewards
P0000421,2025-11-22,campaign,TikTok,social,stunt_clip,1,2618.23,2074840,893226,171035,23362,15434,18515,/landing/rewards
P0000422,2025-11-22,campaign,TikTok,social,behind_scenes,0,0.0,273342,122766,9473,3498,611,3962,/landing/free-trial
P0000423,2025-11-22,campaign,TikTok,social,stunt_clip,1,2427.92,1105955,576354,102680,15208,5790,12687,/landing/documentary
P0000424,2025-11-22,campaign,TikTok,social,stunt_clip,1,2884.8,2450949,1141466,181219,26434,11874,21668,/landing/documentary
P0000425,2025-11-22,campaign,TikTok,social,behind_scenes,1,1638.35,479488,208821,16711,3144,1334,6750,/landing/documentary
P0000426,2025-11-22,campaign,TikTok,social,stunt_clip,0,0.0,713789,408898,56416,13336,4151,12281,/landing/free-trial
P0000427,2025-11-22,campaign,TikTok,social,stunt_clip,0,0.0,1445975,692552,97145,17207,3604,11303,/landing/free-trial
P0000428,2025-11-22,campaign,Instagram,social,stunt_clip,0,0.0,172916,67631,9464,1019,628,2596,/landing/free-trial
P0000429,2025-11-22,campaign,Instagram,social,stunt_clip,1,2206.33,359275,150739,18939,2911,842,7284,/landing/free-trial
P0000430,2025-11-22,campaign,Instagram,social,stunt_clip,0,0.0,294581,93244,14341,2307,991,2873,/landing/rewards
P0000431,2025-11-22,campaign,X,social,behind_scenes,1,959.89,84849,1696,1182,0,100,874,/landing/partner-gyms
P0000432,2025-11-22,campaign,X,social,stunt_clip,0,0.0,108724,6350,3118,376,200,950,/landing/partner-gyms
P0000433,2025-11-22,campaign,X,social,stunt_clip,1,1068.33,189097,9934,5279,836,222,1901,/landing/rewards
P0000434,2025-11-22,campaign,TV_Trailer,offline_media,stunt_clip,1,5949.83,876957,261751,0,0,0,5328,/landing/free-trial
P0000435,2025-11-22,campaign,Website,owned,stunt_clip,0,0.0,34107,1669,0,0,0,2965,/landing/free-trial
P0000436,2025-11-23,campaign,TikTok,social,behind_scenes,0,0.0,389597,189149,14402,3356,1339,6309,/landing/documentary
P0000437,2025-11-23,campaign,TikTok,social,doc_trailer,0,0.0,744623,387202,52742,9129,2500,8453,/landing/rewards
P0000438,2025-11-23,campaign,TikTok,social,doc_trailer,0,0.0,525915,246583,37812,5283,2053,4078,/landing/rewards
P0000439,2025-11-23,campaign,TikTok,social,behind_scenes,1,1823.97,1021114,499650,64287,12095,4137,17033,/landing/free-trial
P0000440,2025-11-23,campaign,TikTok,social,doc_trailer,0,0.0,509878,255482,40837,6408,1921,4335,/landing/free-trial
P0000441,2025-11-23,campaign,TikTok,social,doc_trailer,0,0.0,798853,373799,57337,15447,2343,8194,/landing/free-trial
P0000442,2025-11-23,campaign,TikTok,social,doc_trailer,0,0.0,770701,387701,53743,7541,2764,15467,/landing/rewards
P0000443,2025-11-23,campaign,TikTok,social,doc_trailer,0,0.0,516798,303856,27955,3025,1852,6856,/landing/free-trial
P0000444,2025-11-23,campaign,Instagram,social,stunt_clip,0,0.0,265262,95062,10684,1272,353,3895,/landing/partner-gyms
P0000445,2025-11-23,campaign,Instagram,social,behind_scenes,0,0.0,61673,24321,1366,168,93,1438,/landing/rewards
P0000446,2025-11-23,campaign,Instagram,social,behind_scenes,1,1494.02,212404,81254,6900,694,546,2566,/landing/partner-gyms
P0000447,2025-11-23,campaign,Instagram,social,behind_scenes,1,1410.68,200312,41536,6297,634,398,3727,/landing/partner-gyms
P0000448,2025-11-23,campaign,X,social,stunt_clip,0,0.0,70407,4695,1335,243,93,302,/landing/free-trial
P0000449,2025-11-23,campaign,X,social,doc_trailer,0,0.0,66132,4503,1021,160,60,630,/landing/rewards
P0000450,2025-11-23,campaign,Website,owned,stunt_clip,0,0.0,28580,1085,0,0,0,1796,/landing/partner-gyms
P0000451,2025-11-24,campaign,TikTok,social,doc_trailer,0,0.0,973272,477299,83226,6317,3036,8101,/landing/partner-gyms
P0000452,2025-11-24,campaign,TikTok,social,behind_scenes,0,0.0,490566,262592,34817,2709,2465,4295,/landing/free-trial
P0000453,2025-11-24,campaign,TikTok,social,doc_trailer,0,0.0,412433,201046,4937,4939,2169,8045,/landing/documentary
